N° de venda,ID do pedido,Total BRL,Número da nota,Numero_sem_parcela,Valor da nota,Plataforma,Situação,Ação sugerida,Valor a receber,Valor pago,Diferença,Data de pagamento,Data de emissão,empresa
2000015570844872,2000015570844872,174.34,009970,9970,209.99,Mercado Livre,Em aberto,Baixar no Bling,174.34,174.34,0.0,2026-04-05 09:47:24,2026-03-27,Antomóveis
2000015580763204,2000015580763204,43.19,009840,9840,40.53,Mercado Livre,Pago,Ok,43.19,43.19,0.0,2026-03-27 10:25:44,2026-03-17,Antomóveis
2000015601952618,2000015601952618,346.84,009882,9882,346.43,Mercado Livre,Pago,Ok,346.84,346.84,0.0,2026-03-30 10:33:44,2026-03-19,Antomóveis
2000015615629260,2000015615629260,346.84,009908,9908,346.43,Mercado Livre,Em aberto,Baixar no Bling,346.84,346.84,0.0,2026-04-01 12:24:21,2026-03-23,Antomóveis
2000015615966266,2000015615966266,128.59,009889,9889,160.99,Mercado Livre,Em aberto,Baixar no Bling,128.59,128.59,0.0,2026-04-04 09:40:43,2026-03-20,Antomóveis
2000015616894194,2000015616894194,346.84,009939,9939,346.43,Mercado Livre,Em aberto,Baixar no Bling,346.84,346.84,0.0,2026-04-04 08:47:17,2026-03-25,Antomóveis
2000015639773738,2000015639773738,346.84,009905,9905,346.43,Mercado Livre,Em aberto,Baixar no Bling,346.84,346.84,0.0,2026-04-03 10:50:49,2026-03-23,Antomóveis
2000015679914500,2000015679914500,174.34,009937,9937,209.99,Mercado Livre,Em aberto,Baixar no Bling,174.34,174.34,0.0,2026-04-04 13:59:35,2026-03-25,Antomóveis
2000015685971986,2000015685971986,164.34,009936,9936,167.99,Mercado Livre,Em aberto,Baixar no Bling,164.34,164.34,0.0,2026-04-04 17:27:59,2026-03-25,Antomóveis
2000015696917622,2000015696917622,-273.45,009952,9952,494.9,Mercado Livre,Em aberto,Verificar recebimento,-273.45,-273.45,0.0,2026-03-31 09:57:48,2026-03-26,Antomóveis
2000015738910644,2000015738910644,0.0,,,,Mercado Livre,,Verificar recebimento,0.0,0.0,0.0,2026-03-30 11:36:06,,Antomóveis
